rank,rows,Nx_total,Ny,nsteps,p,f,comp_time,comm_time,total
1,64-127,256,256,200,0.01,<_io.TextIOWrapper name='result_worker_1.csv' mode='w' encoding='cp1252'>,33.601205,3.348302,36.949507
