rank,rows,Nx_total,Ny,nsteps,p,f,comp_time,comm_time,total
0,0-63,256,256,200,0.01,<_io.TextIOWrapper name='result_worker_0.csv' mode='w' encoding='cp1252'>,25.332888,11.612976,36.945865
